L0 R0 P3 -- 
T = 100.000000
RANK TYPE X Y Z RHO UX UY UZ TA_RHO TA_UX TA_UY TA_UZ TA_UXUX TA_UXUY TA_UXUZ TA_UYUY TA_UYUZ TA_UZUZ
3	1	0.25500000	0.50500000	1.00000000	1.01710790	0.01444978	0.01126107	0	1.02952176	0.00838557	0.00888628	0	0.00014653	0.00005991	0	0.00009998	0	0	
3	1	0.26500000	0.50500000	1.00000000	1.01745527	0.00789478	0.01162019	0	1.03046440	0.00624855	0.00923463	0	0.00010220	0.00004560	0	0.00010733	0	0	
3	1	0.27500000	0.50500000	1.00000000	1.01775031	0.00892440	0.01135180	0	1.03149830	0.00406373	0.00938913	0	0.00006516	0.00002887	0	0.00011084	0	0	
3	1	0.28500000	0.50500000	1.00000000	1.01795973	0.00120338	0.00929895	0	1.03264909	0.00185980	0.00853531	0	0.00003595	0.00000996	0	0.00009287	0	0	
3	1	0.29500000	0.50500000	1.00000000	1.01800754	0.00326638	0.00389911	0	1.03379148	0.00020137	0.00392338	0	0.00002222	0.00000012	0	0.00002022	0	0	
3	0	0.30500000	0.50500000	1.00000000	1.00000000	0.00000000	0.00000000	0	1.00000000	0.00000000	0.00000000	0	0.00000000	0.00000000	0	0.00000000	0	0	
3	0	0.31500000	0.50500000	1.00000000	1.00000000	0.00000000	0.00000000	0	1.00000000	0.00000000	0.00000000	0	0.00000000	0.00000000	0	0.00000000	0	0	
3	0	0.32500000	0.50500000	1.00000000	1.00000000	0.00000000	0.00000000	0	1.00000000	0.00000000	0.00000000	0	0.00000000	0.00000000	0	0.00000000	0	0	
3	0	0.33500000	0.50500000	1.00000000	1.00000000	0.00000000	0.00000000	0	1.00000000	0.00000000	0.00000000	0	0.00000000	0.00000000	0	0.00000000	0	0	
3	0	0.34500000	0.50500000	1.00000000	1.00000000	0.00000000	0.00000000	0	1.00000000	0.00000000	0.00000000	0	0.00000000	0.00000000	0	0.00000000	0	0	
3	0	0.35500000	0.50500000	1.00000000	1.00000000	0.00000000	0.00000000	0	1.00000000	0.00000000	0.00000000	0	0.00000000	0.00000000	0	0.00000000	0	0	
3	0	0.36500000	0.50500000	1.00000000	1.00000000	0.00000000	0.00000000	0	1.00000000	0.00000000	0.00000000	0	0.00000000	0.00000000	0	0.00000000	0	0	
3	0	0.37500000	0.50500000	1.00000000	1.00000000	0.00000000	0.00000000	0	1.00000000	0.00000000	0.00000000	0	0.00000000	0.00000000	0	0.00000000	0	0	
3	0	0.38500000	0.50500000	1.00000000	1.00000000	0.00000000	0.00000000	0	1.00000000	0.00000000	0.00000000	0	0.00000000	0.00000000	0	0.00000000	0	0	
3	0	0.39500000	0.50500000	1.00000000	1.00000000	0.00000000	0.00000000	0	1.00000000	0.00000000	0.00000000	0	0.00000000	0.00000000	0	0.00000000	0	0	
3	0	0.40500000	0.50500000	1.00000000	1.00000000	0.00000000	0.00000000	0	1.00000000	0.00000000	0.00000000	0	0.00000000	0.00000000	0	0.00000000	0	0	
3	0	0.41500000	0.50500000	1.00000000	1.00000000	0.00000000	0.00000000	0	1.00000000	0.00000000	0.00000000	0	0.00000000	0.00000000	0	0.00000000	0	0	
3	0	0.42500000	0.50500000	1.00000000	1.00000000	0.00000000	0.00000000	0	1.00000000	0.00000000	0.00000000	0	0.00000000	0.00000000	0	0.00000000	0	0	
3	0	0.43500000	0.50500000	1.00000000	1.00000000	0.00000000	0.00000000	0	1.00000000	0.00000000	0.00000000	0	0.00000000	0.00000000	0	0.00000000	0	0	
3	0	0.44500000	0.50500000	1.00000000	1.00000000	0.00000000	0.00000000	0	1.00000000	0.00000000	0.00000000	0	0.00000000	0.00000000	0	0.00000000	0	0	
3	0	0.45500000	0.50500000	1.00000000	1.00000000	0.00000000	0.00000000	0	1.00000000	0.00000000	0.00000000	0	0.00000000	0.00000000	0	0.00000000	0	0	
3	0	0.46500000	0.50500000	1.00000000	1.00000000	0.00000000	0.00000000	0	1.00000000	0.00000000	0.00000000	0	0.00000000	0.00000000	0	0.00000000	0	0	
3	0	0.47500000	0.50500000	1.00000000	1.00000000	0.00000000	0.00000000	0	1.00000000	0.00000000	0.00000000	0	0.00000000	0.00000000	0	0.00000000	0	0	
3	0	0.48500000	0.50500000	1.00000000	1.00000000	0.00000000	0.00000000	0	1.00000000	0.00000000	0.00000000	0	0.00000000	0.00000000	0	0.00000000	0	0	
3	0	0.49500000	0.50500000	1.00000000	1.00000000	0.00000000	0.00000000	0	1.00000000	0.00000000	0.00000000	0	0.00000000	0.00000000	0	0.00000000	0	0	
3	1	0.25500000	0.51500000	1.00000000	1.01683030	0.01492706	0.01361028	0	1.02904714	0.00882022	0.01079747	0	0.00015198	0.00007795	0	0.00014560	0	0	
3	1	0.26500000	0.51500000	1.00000000	1.01714190	0.00828810	0.01408686	0	1.02997231	0.00660471	0.01125857	0	0.00010552	0.00006000	0	0.00015727	0	0	
3	1	0.27500000	0.51500000	1.00000000	1.01741412	0.00920688	0.01378886	0	1.03099523	0.00431654	0.01147902	0	0.00006667	0.00003850	0	0.00016320	0	0	
3	1	0.28500000	0.51500000	1.00000000	1.01760714	0.00132928	0.01133095	0	1.03214154	0.00199090	0.01047142	0	0.00003630	0.00001390	0	0.00013687	0	0	
3	1	0.29500000	0.51500000	1.00000000	1.01762301	0.00330235	0.00476004	0	1.03327622	0.00022362	0.00482818	0	0.00002228	0.00000031	0	0.00002970	0	0	
3	0	0.30500000	0.51500000	1.00000000	1.00000000	0.00000000	0.00000000	0	1.00000000	0.00000000	0.00000000	0	0.00000000	0.00000000	0	0.00000000	0	0	
